Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Age 60+ Female,-0.009532245,0.010011337,0.02044618,0.01918886,-0.001223605,0.001100034,0.000367425,0.001170406
Age 60+ Male,0.02811734,0.01134793,0.04440611,0.02208546,6.73753E-05,0.001261699,0.003267612,0.00133871
All:LAG 8,0.001756754,0.003381202,0.015972165,0.006380254,-0.000270061,0.000365924,0.000132836,0.000408974
Female,0.000428598,0.004481206,0.010975942,0.008435528,6.69344E-05,0.000484517,-0.000198577,0.000551996
Male,0.00266613,0.003886883,0.019357474,0.007349942,-0.00049265,0.000420872,0.000350654,0.000466955
Warm All,-0.011426741,0.004102605,-0.02974878,0.01360526,0.001016904,0.000396665,-0.001618984,0.000499917
Warm Female,-0.011518538,0.005352411,-0.04086244,0.01777992,0.001437974,0.000515853,-0.001822766,0.000668873
Warm Male,-0.01136376,0.004700519,-0.02276477,0.0155671,0.000746211,0.000455368,-0.001490532,0.000550805
Cold All,0.00958598,0.002906904,0.0235123,0.004676715,-0.001303185,0.000337633,0.001066036,0.000352506
Cold Female,0.007285832,0.003936399,0.018854805,0.006327782,-0.00100781,0.000456862,0.000675271,0.000484141
Cold Male,0.011156433,0.003352732,0.02671797,0.005404104,-0.001503471,0.000389731,0.001329007,0.000417178
Age 0-10 All,0.006300107,0.007144242,0.009856464,0.013396981,0.001616982,0.000756053,0.000236197,0.000877302
Age 0-10 Female,0.002498145,0.010043027,-0.005373238,0.018758603,0.002747422,0.00105545,-0.000756684,0.001249585
Age 0-10 Male,0.009321243,0.008860667,0.02154357,0.01666282,0.000753285,0.000942863,0.000968122,0.001107969
Age 11-60 All,0.000437654,0.003622436,0.013968559,0.006833206,-0.000524173,0.000392455,6.94955E-05,0.000440295
Age 11-60 Female,0.00124517,0.005063137,0.0105913,0.0095249,-0.000375898,0.000548349,-3.41523E-05,0.000627449
Age 11-60 Male,-3.21181E-05,0.004183382,0.015973658,0.007907046,-0.000611286,0.000453376,0.000131169,0.000500298
Age 60+All,0.005510343,0.007938699,0.039980492,0.015203866,-0.001003061,0.000876224,0.000469685,0.0009485
Age 60+ Female,-0.005653981,0.010065969,0.02897251,0.01916402,-0.000615312,0.001109163,-0.000447772,0.001188174
Age 60+ Male,0.02175386,0.01148945,0.05640314,0.02223387,-0.001562428,0.001271749,0.001762619,0.001362605
All:LAG 9,0.004216864,0.003403158,0.019646851,0.00641346,-0.000491398,0.000366479,0.000344231,0.000409438
Female,0.008916789,0.004502116,0.026390721,0.008446382,-0.000368019,0.00048542,0.000534012,0.000550135
Male,0.001105135,0.003910362,0.015124547,0.007398842,-0.000574425,0.000420803,0.000221973,0.000468602
Warm All,-0.002988477,0.004125273,-0.01232823,0.01376427,0.000892142,0.000399405,-0.000969764,0.000498205
Warm Female,0.002216507,0.005366531,-0.01096423,0.01789243,0.00108332,0.000518939,-0.000957735,0.000664569
